,GRD_PTS_PER_UNIT,CATALOG_NBR,GPAO,ANON_INSTR_ID,TERM,HSGPA,LAST_ACT_ENGL_SCORE,LAST_ACT_MATH_SCORE,LAST_ACT_READ_SCORE,LAST_ACT_SCIRE_SCORE,LAST_ACT_COMP_SCORE,SEX,At_Risk
592,1.0,271,3.5605263160000002,3592,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
593,2.7,271,3.417073171,4802,110,3.9,29.0,34.0,26.0,30.0,30.0,0,0
594,2.3,271,3.5288888889999996,3520,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
595,0.0,271,3.5239999999999996,3391,110,3.7,33.0,34.0,32.0,24.0,31.0,1,1
596,2.7,271,3.411864407,3592,110,3.8,27.0,30.0,28.0,28.0,29.0,0,0
598,2.3,271,3.6357142860000002,2635,110,3.9,32.0,25.0,31.0,28.0,29.0,1,0
599,4.0,271,3.9148936169999997,4797,110,3.9,27.0,28.0,28.6889,29.0385,27.0,1,0
600,0.0,271,3.077083333,4802,110,3.3,30.0,24.0,28.0,23.0,26.0,0,1
601,4.0,271,3.873333333,2092,110,4.0,31.0,32.0,29.0,26.0,30.0,1,0
602,4.0,271,4.4,1773,110,3.7,28.0,30.0,28.0,27.0,29.0,0,0
603,2.3,271,3.8,3827,110,1.5,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
604,3.0,271,3.366666667,1628,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
605,0.0,271,2.97,3827,110,0.0,33.0,34.0,36.0,35.0,34.0,0,1
606,3.4,271,3.785714286,2092,110,0.0,35.0,30.0,28.0,30.0,31.0,0,0
607,3.3,271,3.7285714289999996,4797,110,3.8,34.0,35.0,33.0,31.0,33.0,0,0
608,4.0,271,3.932258065,201,110,2.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
609,2.4,271,3.660869565,1773,110,3.9,30.0,33.0,22.0,25.0,28.0,0,0
610,0.0,271,4.4,695,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
611,0.0,271,2.57804878,695,110,3.9,33.0,28.0,30.0,24.0,29.0,1,1
612,2.0,271,3.204761905,1773,110,3.7,29.0,32.0,28.0,29.0,29.0,0,0
613,2.4,271,3.162962963,4802,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
614,2.0,271,2.713333333,3717,110,2.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
615,0.0,271,3.672413793,4797,110,4.0,34.0,34.0,30.0,36.0,34.0,0,1
616,2.7,271,3.413953488,1628,110,3.9,28.0,29.0,36.0,31.0,31.0,0,0
617,0.0,271,3.176923077,3391,110,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
618,1.7,271,3.420689655,695,110,3.7,26.0,28.0,28.6889,29.0385,24.0,1,0
619,1.7,271,2.7285714289999996,201,110,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
620,2.0,271,3.807692308,3391,110,3.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
621,2.0,271,2.88,3717,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
622,4.0,271,3.6470588239999997,3391,110,3.1,23.0,24.0,14.0,18.0,20.0,1,0
623,4.0,271,3.9172413789999996,1628,110,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
624,3.3,271,3.775,3391,110,3.7,34.0,26.0,28.6889,29.0385,29.0,0,0
625,1.0,271,2.7,3520,110,3.7,35.0,32.0,34.0,27.0,32.0,0,1
626,2.3,271,3.3,2635,110,2.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
627,1.0,271,3.21,1628,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
628,3.0,271,3.3717948719999997,201,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
629,3.0,271,3.765116279,3520,110,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
630,4.0,271,3.9384615380000003,201,110,4.0,30.0,32.0,27.0,32.0,30.0,0,0
631,0.0,271,2.782,3592,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
632,4.0,271,3.9733333330000002,3520,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
633,2.7,271,3.8285714289999997,3391,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
634,0.0,271,2.934615385,2092,110,0.0,32.0,18.0,25.0,23.0,24.0,0,1
635,3.3,271,3.7357142860000003,2635,110,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
636,2.3,271,3.571428571,2092,110,0.0,21.0,25.0,21.0,21.0,22.0,0,0
637,2.7,271,3.5333333330000003,4802,110,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
638,4.0,271,3.92,3827,110,3.9,19.0,16.0,17.0,20.0,18.0,1,0
639,0.0,271,2.088235294,2092,110,4.0,31.0,30.0,29.0,29.0,30.0,1,1
640,4.0,271,4.127272727,3520,110,4.0,29.0,33.0,26.0,30.0,30.0,1,0
641,1.0,271,2.38,3717,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
642,2.7,271,2.9767441860000003,3717,110,3.9,35.0,34.0,28.6889,29.0385,33.0,1,0
643,3.7,271,3.85,4797,110,3.8,33.0,28.0,31.0,32.0,31.0,0,0
644,2.3,271,2.9,3520,110,3.9,22.0,30.0,25.0,24.0,26.0,0,0
645,4.0,271,3.8023255810000003,1628,110,3.9,32.0,27.0,28.0,23.0,27.0,1,0
647,4.0,271,3.8,4802,110,3.8,21.0,16.0,17.0,24.0,19.0,0,0
648,3.0,271,3.91875,695,110,3.97,35.0,30.0,30.0,28.0,31.0,0,0
649,2.4,271,3.234883721,3827,110,3.7,31.0,31.0,35.0,32.0,32.0,1,0
650,4.0,271,3.664835165,4797,110,2.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
651,4.0,271,3.736363636,3827,110,3.9,27.0,27.0,29.0,25.0,27.0,0,0
652,4.0,271,4.272,3391,110,3.4,30.0,33.0,35.0,33.0,33.0,0,0
653,2.0,271,3.4860465119999997,201,110,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
654,2.0,271,3.634146341,3827,110,3.4,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
655,4.0,271,3.627272727,3391,110,4.0,32.0,26.0,32.0,25.0,29.0,1,0
656,1.7,271,2.677272727,695,110,4.0,36.0,35.0,31.0,32.0,34.0,1,0
657,4.0,271,5.36,1773,110,3.5,30.0,31.0,28.6889,29.0385,30.0,1,0
659,0.0,271,3.133333333,3391,110,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
660,1.7,271,3.15952381,3717,110,4.0,30.0,32.0,28.6889,29.0385,31.0,0,0
661,2.3,271,3.260869565,3717,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
662,4.0,271,3.943373494,3391,110,4.0,29.0,31.0,24.0,26.0,28.0,1,0
663,4.0,271,4.145454545,2635,110,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
664,0.0,271,3.2166666669999997,695,110,4.0,29.0,29.0,33.0,29.0,30.0,1,1
665,1.7,271,2.9142857139999996,3520,110,3.9,29.0,36.0,25.0,34.0,31.0,1,0
666,3.3,271,3.7875,3520,110,3.9,26.0,24.0,27.0,25.0,25.0,1,0
667,3.0,271,3.239175258,3827,110,3.9,28.0,30.0,26.0,29.0,28.0,0,0
668,3.4,271,3.795555556,201,110,4.0,22.0,25.0,27.0,23.0,25.0,1,0
669,0.0,271,2.8,1773,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
670,4.0,271,3.8146341460000004,2092,110,3.9,32.0,33.0,27.0,26.0,30.0,1,0
671,1.7,271,3.8,3391,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
672,2.0,271,2.9930232560000003,201,110,3.9,34.0,29.0,33.0,25.0,31.0,1,0
673,0.0,271,3.175,3592,110,3.8,29.0,34.0,34.0,28.0,31.0,1,1
674,1.7,271,2.8825,3827,110,3.83,34.0,33.0,31.0,32.0,32.0,0,0
675,3.3,271,3.518181818,695,110,2.8,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
676,4.0,271,3.347826087,695,110,3.9,29.0,27.0,33.0,27.0,29.0,1,0
678,2.7,271,3.4292682930000002,1773,110,3.9,33.0,35.0,31.0,35.0,33.0,0,0
679,2.0,271,3.58,3827,110,4.0,30.0,35.0,30.0,36.0,33.0,1,0
680,4.0,271,3.5,2635,110,0.0,26.0,30.0,32.0,29.0,29.0,1,0
681,4.0,271,3.928,3520,110,4.0,29.0,34.0,31.0,29.0,31.0,1,0
682,4.0,271,4.0,3391,110,2.5,33.0,25.0,28.6889,29.0385,25.0,0,0
683,2.7,271,3.3469387760000004,695,110,3.4,30.0,27.0,27.0,24.0,27.0,0,0
684,2.0,271,3.2166666669999997,2092,110,0.0,34.0,29.0,33.0,32.0,32.0,1,0
685,2.3,271,2.976923077,4797,110,3.8,32.0,30.0,28.6889,29.0385,30.0,0,0
686,2.0,271,3.3103448280000003,201,110,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
687,4.0,271,3.552083333,2092,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
688,3.4,271,3.7523809519999998,1628,110,3.9,32.0,34.0,33.0,29.0,32.0,1,0
689,2.3,271,3.4375,3827,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
690,2.0,271,3.179069767,201,110,3.9,29.0,34.0,33.0,27.0,31.0,0,0
691,2.3,271,3.514102564,1628,110,0.0,23.0,34.0,28.6889,29.0385,27.0,1,0
692,2.0,271,3.568,3592,110,0.0,14.0,17.0,21.0,19.0,18.0,1,0
694,0.0,271,2.4466666669999997,1773,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
695,4.0,271,3.928,3827,110,3.8,32.0,26.0,34.0,27.0,30.0,1,0
696,3.4,271,3.366666667,695,110,0.0,23.0,24.0,18.0,24.0,22.0,1,0
697,2.0,271,2.643243243,1773,110,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
698,2.3,271,3.5459459460000002,2635,110,3.9,28.0,24.0,25.0,26.0,26.0,0,0
699,4.0,271,4.128,201,110,3.2,21.0,22.0,23.0,22.0,22.0,0,0
700,2.3,271,3.625,3827,110,3.9,28.0,32.0,26.0,26.0,28.0,1,0
701,2.7,271,3.17,3391,110,3.2,32.0,28.0,28.6889,29.0385,27.0,0,0
702,2.0,271,2.757407407,3520,110,4.0,33.0,36.0,32.0,31.0,33.0,1,0
703,3.0,271,3.5190476189999997,201,110,3.7,35.0,35.0,28.6889,29.0385,33.0,1,0
704,2.3,271,2.902173913,2092,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
705,1.7,271,3.702222222,3520,110,4.0,30.0,31.0,26.0,30.0,29.0,1,0
706,3.3,271,3.6363636360000005,2092,110,3.5,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
707,4.0,271,4.048,2635,110,3.4,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
708,2.0,271,2.781132075,3391,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
709,0.0,271,2.7285714289999996,1773,110,3.9,29.0,33.0,32.0,28.0,31.0,0,1
710,3.4,271,3.333333333,3592,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
711,4.0,271,4.295652174,3391,110,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
712,3.3,271,3.6339622639999996,2092,110,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
713,4.0,271,3.8285714289999997,201,110,3.9,28.0,26.0,23.0,28.0,27.0,1,0
714,4.0,271,3.8285714289999997,4797,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
715,2.0,271,3.046511628,2092,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
716,4.0,271,3.74,201,110,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
717,2.3,271,3.03,3717,110,3.8,27.0,28.0,31.0,28.0,28.0,1,0
718,3.0,271,3.525,1773,110,3.9,31.0,31.0,35.0,33.0,32.0,1,0
719,2.7,271,3.7973684210000003,4802,110,3.8,34.0,31.0,33.0,25.0,31.0,1,0
720,2.3,271,3.42,2635,110,3.2,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
721,2.3,271,3.2392857139999998,2092,110,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
722,2.0,271,3.495348837,2092,110,2.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
723,2.0,271,3.1395348839999997,4802,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
724,4.0,271,4.109090909,3592,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
725,4.0,271,3.702380952,2635,110,3.4,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
726,0.0,271,3.0342105260000003,3717,110,3.9,28.0,24.0,29.0,28.0,27.0,1,1
727,2.0,271,3.3181818180000002,4802,110,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
728,4.0,271,4.0518518519999995,3520,110,3.7,33.0,33.0,28.6889,29.0385,33.0,0,0
729,0.0,271,3.0128205130000003,4797,110,4.0,29.0,29.0,27.0,28.0,28.0,1,1
731,4.0,271,3.870967742,2635,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
732,3.0,271,3.347826087,4797,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
733,2.3,271,2.626086957,3717,110,3.8,24.0,31.0,23.0,28.0,27.0,1,0
734,4.0,271,3.5857142860000004,3592,110,0.0,27.0,27.0,28.0,30.0,28.0,0,0
735,2.3,271,2.845238095,3520,110,4.0,33.0,29.0,24.0,29.0,29.0,1,0
736,2.3,271,3.61627907,2635,110,3.5,29.0,22.0,27.0,28.0,27.0,0,0
737,2.3,271,3.3360000000000003,3592,110,0.0,30.0,24.0,28.6889,29.0385,29.0,1,0
738,2.0,271,3.0813953489999997,3520,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
739,2.3,271,3.6555555560000004,1628,110,4.0,34.0,29.0,33.0,27.0,31.0,1,0
740,0.0,271,3.9185185189999996,1773,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
741,0.0,271,3.227777778,2092,110,4.0,26.0,29.0,24.0,26.0,27.0,1,1
742,2.7,271,3.02,1773,110,0.0,35.0,32.0,31.0,31.0,32.0,1,0
743,4.0,271,4.128,201,110,4.0,34.0,34.0,33.0,33.0,34.0,0,0
744,2.3,271,3.1736842110000003,201,110,3.9,30.0,26.0,25.0,25.0,27.0,1,0
745,2.7,271,3.4813186810000003,4797,110,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
746,4.0,271,4.144,3827,110,3.7,29.0,25.0,29.0,25.0,27.0,1,0
747,2.3,271,3.445238095,1628,110,3.8,29.0,28.0,25.0,26.0,27.0,1,0
748,2.0,271,3.055813953,4797,110,3.6,30.0,26.0,28.0,31.0,29.0,0,0
749,2.3,271,2.986111111,3520,110,3.9,33.0,34.0,32.0,27.0,32.0,1,0
750,4.0,271,3.777777778,1773,110,3.7,25.0,25.0,32.0,25.0,27.0,0,0
751,2.4,271,3.577358491,4797,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
752,4.0,271,3.6606382980000003,4802,110,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
753,4.0,271,3.439285714,201,110,3.9,35.0,35.0,35.0,30.0,34.0,1,0
754,2.7,271,3.984,3592,110,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
755,4.0,271,4.0,3520,110,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
756,0.0,271,2.9201834860000004,3592,110,3.0,25.0,23.0,29.0,22.0,25.0,0,1
757,1.7,271,2.582857143,3520,110,4.0,34.0,30.0,35.0,32.0,33.0,0,0
759,3.0,271,3.274285714,4802,110,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
760,0.0,271,2.649206349,1773,110,3.6,25.0,18.0,23.0,25.0,23.0,0,1
761,1.0,271,3.224444444,3520,110,3.93,28.0,33.0,32.0,26.0,30.0,0,1
762,4.0,271,4.256,1628,110,3.5,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
763,3.7,271,3.71025641,1628,110,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
795,4.0,271,3.672727273,3182,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
796,1.7,271,3.642857143,2806,111,4.0,31.0,28.0,32.0,26.0,29.0,0,0
797,3.3,271,3.915384615,3182,111,3.4,32.0,29.0,28.6889,29.0385,32.0,0,0
798,4.0,271,3.7070175439999997,3182,111,3.9,27.0,35.0,24.0,27.0,28.0,1,0
799,1.7,271,2.685,3182,111,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
800,2.4,271,2.734285714,1546,111,3.9,29.0,27.0,34.0,29.0,30.0,1,0
801,2.0,271,3.234883721,3182,111,3.9,27.0,30.0,30.0,29.0,29.0,1,0
802,3.0,271,3.592682927,4247,111,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
803,3.3,271,3.33125,3182,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
804,2.0,271,2.8652173910000003,3003,111,4.0,25.0,27.0,17.0,22.0,23.0,0,0
805,0.0,271,2.9,3003,111,3.9,36.0,35.0,28.6889,29.0385,34.0,1,1
806,1.7,271,2.4384615380000003,3182,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
807,3.3,271,3.477272727,2806,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
808,3.0,271,3.210526316,2806,111,3.1,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
809,4.0,271,3.6611111110000003,2806,111,3.8,29.0,27.0,23.0,21.0,25.0,0,0
810,2.7,271,3.146808511,4247,111,2.2,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
811,3.0,271,3.416216216,4247,111,3.5,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
812,0.0,271,3.88,3003,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,1
813,3.0,271,3.188,2806,111,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
814,3.0,271,3.211904762,1546,111,2.9,17.0,15.0,13.0,15.0,15.0,0,0
815,1.7,271,2.36875,3182,111,3.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
816,4.0,271,4.048,2806,111,4.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
817,3.3,271,3.0,3003,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
818,3.3,271,3.9111111110000003,3472,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
819,2.0,271,3.131111111,3472,111,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
820,2.3,271,3.1565217389999995,3182,111,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
821,4.0,271,3.892857143,4247,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
822,2.0,271,3.12,2806,111,3.1593,26.0,31.0,28.6889,29.0385,30.0,0,0
823,4.0,271,3.764705882,3472,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
825,3.0,271,3.6909090910000004,1546,111,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
826,0.0,271,3.542857143,3182,111,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
827,2.0,271,3.088095238,3472,111,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
828,4.0,271,3.8025,2806,111,3.6,33.0,33.0,32.0,28.0,32.0,0,0
829,2.7,271,3.84,3003,111,3.9,31.0,27.0,33.0,26.0,30.0,0,0
830,2.0,271,3.120512821,4247,111,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
831,3.3,271,3.7,3472,111,4.0,28.0,34.0,25.0,30.0,29.0,0,0
832,2.0,271,2.9435897439999996,4247,111,3.7,34.0,31.0,36.0,33.0,34.0,1,0
833,2.0,271,3.1423076919999997,3182,111,2.9,25.0,25.0,18.0,21.0,23.0,1,0
834,1.7,271,1.765853659,2806,111,3.9,32.0,26.0,35.0,31.0,31.0,1,0
835,2.3,271,3.384615385,2806,111,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
837,4.0,271,3.748837209,4247,111,3.8,22.0,29.0,22.0,19.0,23.0,0,0
838,2.7,271,3.722222222,1546,111,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
839,2.0,271,2.977777778,1546,111,3.9,33.0,34.0,31.0,26.0,31.0,0,0
840,0.0,271,3.031428571,3003,111,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
841,2.7,271,3.545,3003,111,3.8,31.0,27.0,27.0,30.0,29.0,0,0
842,1.0,271,2.187179487,3472,111,3.8,26.0,27.0,29.0,29.0,28.0,1,1
843,3.3,271,3.6639999999999997,4247,111,3.8,24.0,26.0,28.6889,29.0385,24.0,0,0
844,1.7,271,2.522222222,3472,111,2.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
845,1.7,271,4.12,3003,111,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
846,3.3,271,3.353030303,3472,111,3.7,24.0,30.0,25.0,26.0,27.0,0,0
847,4.0,271,3.481818182,2806,111,3.4,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
848,2.7,271,2.9261904760000004,1546,111,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
849,4.0,271,3.95862069,2806,111,3.7,27.0,30.0,34.0,28.0,30.0,0,0
850,3.7,271,3.4,2806,111,3.8,34.0,31.0,30.0,25.0,30.0,1,0
851,3.3,271,3.7209302330000003,2806,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
852,2.0,271,2.9090909089999997,1546,111,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
853,3.3,271,3.5857142860000004,2806,111,3.77,26.0,29.0,24.0,26.0,27.0,0,0
854,0.0,271,3.442424242,4247,111,3.9,26.0,26.0,20.0,25.0,24.0,1,1
855,2.3,271,3.4375,2806,111,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
856,0.0,271,2.922727273,3472,111,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
858,2.7,271,3.4645161289999997,1546,111,3.9,34.0,35.0,28.6889,29.0385,33.0,1,0
859,3.3,271,3.711111111,1546,111,4.0,35.0,30.0,31.0,31.0,32.0,0,0
860,2.7,271,3.55,4247,111,3.6,31.0,32.0,28.6889,29.0385,30.0,0,0
861,0.0,271,2.344444444,2806,111,3.7,28.1823,29.0385,28.6889,29.0385,28.7863,1,1
862,1.7,271,2.782300885,1546,111,4.0,32.0,36.0,27.0,31.0,32.0,0,0
863,4.0,271,3.912,4247,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
864,3.7,271,3.804651163,3182,111,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
865,4.0,271,3.695238095,2806,111,3.5,26.0,26.0,27.0,25.0,26.0,1,0
866,4.0,271,3.9857142860000003,1546,111,3.1,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
867,1.7,271,2.65,3472,111,3.9,30.0,33.0,28.0,26.0,30.0,0,0
868,2.3,271,3.4,3182,111,0.0,26.0,23.0,31.0,29.0385,27.0,0,0
869,3.3,271,3.925925926,3003,111,3.7,30.0,21.0,33.0,28.0,28.0,1,0
870,2.7,271,3.51627907,1546,111,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
871,4.0,271,3.7833333330000003,1546,111,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
872,3.7,271,3.5090909089999998,2806,111,4.0,33.0,34.0,28.0,29.0,31.0,1,0
874,1.7,271,2.970967742,4247,111,3.9,33.0,35.0,30.0,35.0,34.0,1,0
875,3.0,271,3.784,3182,111,3.2,30.0,24.0,31.0,27.0,28.0,1,0
876,3.0,271,3.077777778,4247,111,3.4,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
877,2.3,271,3.3081081080000003,2806,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
878,3.3,271,3.497674419,3182,111,3.6,33.0,30.0,28.6889,29.0385,32.0,1,0
879,1.7,271,2.65,1546,111,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
880,3.0,271,3.504761905,2806,111,3.82,30.0,30.0,30.0,28.0,30.0,0,0
881,3.7,271,3.5170731710000003,3182,111,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
882,3.3,271,3.464,4247,111,3.6,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
883,4.0,271,3.4707317069999997,1546,111,3.8,30.0,28.0,27.0,25.0,27.0,1,0
884,3.0,271,3.2714285710000004,3003,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
885,0.0,271,2.355813953,3472,111,3.8,32.0,21.0,28.6889,29.0385,25.0,1,1
886,1.0,271,2.03559322,3003,111,3.5,26.0,22.0,29.0,23.0,25.0,1,1
887,0.0,271,3.5,3182,111,4.0,25.0,32.0,34.0,29.0,30.0,0,1
888,4.0,271,3.275471698,3003,111,3.4,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
889,0.0,271,2.98,2806,111,3.5,29.0,28.0,28.6889,29.0385,29.0,0,1
890,0.0,271,2.863157895,1546,111,3.9,32.0,27.0,28.0,28.0,29.0,1,1
891,0.0,271,3.45,2806,111,3.9,26.0,29.0,32.0,27.0,28.0,1,1
892,1.7,271,2.747222222,4247,111,3.8,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
893,2.3,271,3.3913043480000002,4247,111,3.9,26.0,27.0,24.0,24.0,25.0,1,0
894,2.0,271,3.167567568,1546,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
895,2.3,271,2.91025641,1546,111,3.7,28.0,24.0,33.0,23.0,27.0,1,0
896,2.7,271,3.321428571,3472,111,2.9,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
897,0.0,271,2.88,3472,111,3.6,31.0,30.0,31.0,34.0,31.0,0,1
898,2.7,271,3.712195122,3003,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
899,4.0,271,3.6955555560000004,2806,111,3.6,25.0,22.0,26.0,28.0,25.0,0,0
900,2.0,271,3.011666667,1546,111,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
901,0.0,271,2.477380952,2806,111,3.8,24.0,23.0,27.0,23.0,25.0,0,1
902,1.7,271,2.542857143,3472,111,3.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
903,2.3,271,2.8176470589999996,1546,111,2.9,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
904,4.0,271,3.784,3003,111,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
905,0.0,271,2.9315789469999998,4247,111,0.0,32.0,30.0,29.0,28.0,30.0,0,1
906,4.0,271,4.0,3003,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,0,0
907,3.0,271,3.453191489,3472,111,3.1593,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
908,2.7,271,3.4661971830000002,3003,111,3.0,22.0,16.0,26.0,19.0,21.0,0,0
967,4.0,271,3.575,2140,114,3.4,23.0,21.0,18.0,22.0,21.0,1,0
968,2.7,271,3.481818182,664,114,0.0,28.1823,29.0385,28.6889,29.0385,28.7863,1,0
969,1.0,271,3.127272727,2140,114,3.6,28.0,25.0,31.0,26.0,27.0,1,1
