,alcohol,density,chlorides,total sulfur dioxide,citric acid,residual sugar,quality
893,9.0,0.9979,0.057999999999999996,192.0,0.39,14.2,1
894,11.8,0.991,0.033,94.0,0.38,4.75,1
895,10.4,0.9975799999999999,0.047,171.0,0.42,11.2,0
896,12.0,0.9912,0.042,69.0,0.34,1.3,1
897,11.9,0.9908,0.040999999999999995,167.0,0.53,1.2,0
898,8.8,0.9967,0.055999999999999994,215.0,0.23,8.6,0
899,12.6,0.99,0.035,136.0,0.33,1.7,1
900,10.5,0.99511,0.039,107.0,0.24,6.0,1
901,9.3,0.9988,0.21100000000000002,213.0,0.42,12.6,0
902,9.8,0.9944,0.036000000000000004,185.0,0.14,6.3,0
903,9.5,0.9953,0.043,164.0,0.27,5.6,0
904,12.7,0.9895,0.031,163.0,0.3,2.1,1
905,10.3,0.99787,0.039,184.0,0.26,10.8,1
906,10.8,0.99226,0.049,129.0,0.37,1.5,0
907,10.4,0.9934,0.039,62.0,0.24,1.1,0
908,9.0,0.9961,0.057999999999999996,166.0,0.25,7.8,0
909,10.9,0.99225,0.033,92.0,0.3,2.0,1
910,11.0,0.992,0.037000000000000005,102.0,0.29,2.2,1
911,12.0,0.9944,0.042,162.0,0.41,9.2,1
912,9.7,0.9955,0.046,178.0,0.35,7.2,0
913,9.0,0.9959,0.047,210.0,0.22,7.7,0
914,9.6,0.9998,0.055999999999999994,117.0,0.35,15.3,0
915,10.1,0.99266,0.054000000000000006,183.0,0.32,1.3,0
916,14.0,0.98746,0.036000000000000004,106.0,0.18,1.9,1
917,12.7,0.9911,0.038,34.0,0.32,8.1,1
918,9.5,0.99336,0.136,93.0,0.29,2.4,0
919,9.1,0.9964,0.048,206.0,0.26,8.6,0
920,9.1,0.9964200000000001,0.057,221.0,0.53,8.8,0
921,10.1,0.9913799999999999,0.068,143.0,0.34,1.0,0
922,10.8,0.9922,0.027999999999999997,75.0,0.37,1.5,1
923,9.3,0.9939600000000001,0.157,129.0,0.27,5.0,0
924,12.0,0.9926,0.031,151.0,0.31,4.9,1
925,9.5,0.9956,0.055999999999999994,111.0,0.27,8.6,0
926,10.7,0.9917799999999999,0.054000000000000006,148.0,0.35,1.6,0
927,9.8,0.99434,0.046,208.0,0.31,2.1,0
928,11.4,0.9905299999999999,0.035,79.0,0.31,1.7,1
929,11.6,0.99306,0.053,174.0,0.38,3.5,0
930,12.0,0.9918399999999999,0.044000000000000004,91.0,0.34,5.7,1
931,9.2,0.9936,0.053,183.0,0.15,1.2,0
932,10.5,0.9922,0.033,72.0,0.33,1.2,1
933,10.2,0.9955,0.048,198.0,0.22,8.6,0
934,9.4,0.9951200000000001,0.044000000000000004,197.0,0.16,7.9,0
935,9.6,0.9954,0.03,118.0,0.45,5.4,0
936,10.13333333,0.99365,0.034,114.0,0.34,6.1,1
937,9.5,0.9935,0.055999999999999994,137.0,0.18,1.4,0
938,10.1,0.9953700000000001,0.053,94.0,0.32,6.2,0
939,12.9,0.9918799999999999,0.032,113.0,0.32,9.0,1
940,9.8,0.99164,0.038,131.0,0.33,1.0,0
941,10.1,0.99249,0.045,109.0,0.3,0.9,0
942,11.4,0.9903,0.026000000000000002,100.0,0.37,2.4,1
943,9.7,0.9958,0.064,188.0,0.39,6.7,0
944,9.2,0.9951200000000001,0.06,204.0,0.24,1.3,0
945,10.9,0.99406,0.039,113.0,0.28,9.8,1
946,8.8,0.998,0.033,170.0,0.64,12.9,0
947,10.53333333,0.99313,0.046,178.0,0.29,5.6,0
948,9.8,0.9953200000000001,0.047,95.0,0.28,9.1,1
949,9.9,0.99425,0.042,143.0,0.19,5.6,0
950,10.2,0.99166,0.044000000000000004,115.0,0.29,1.8,0
951,11.4,0.9904799999999999,0.040999999999999995,117.0,0.33,0.9,0
952,8.8,0.9969899999999999,0.094,169.0,0.45,10.6,0
953,9.5,0.9962,0.05,105.0,0.29,10.1,0
954,12.5,0.9895200000000001,0.026000000000000002,114.0,0.3,1.5,1
955,11.4,0.99069,0.053,98.0,0.31,1.5,0
956,10.4,0.99454,0.046,176.0,0.54,7.0,0
957,9.5,0.99718,0.055999999999999994,210.0,0.24,12.1,0
958,11.1,0.9909100000000001,0.057,125.0,0.25,1.4,1
959,10.5,0.9944,0.048,172.0,0.35,6.4,1
960,9.3,0.99534,0.045,139.0,0.3,1.6,0
961,9.4,0.9969,0.06,193.0,0.26,10.9,0
962,10.8,0.9906,0.026000000000000002,115.0,0.56,1.5,1
963,10.2,0.9928899999999999,0.049,113.0,0.3,1.0,0
964,9.6,0.9982,0.053,94.0,0.24,14.2,0
965,9.5,0.9977600000000001,0.16899999999999998,210.0,0.37,10.0,0
966,9.3,0.9982,0.046,126.0,0.43,9.2,0
967,9.0,0.9974,0.042,138.0,0.16,12.9,0
968,12.6,0.99165,0.027000000000000003,122.0,0.27,7.1,1
969,13.4,0.99146,0.02,86.0,0.36,8.55,1
970,12.7,0.9909600000000001,0.035,84.0,0.32,1.7,1
971,10.7,0.9948,0.024,135.0,0.26,5.2,1
972,12.8,0.98939,0.027000000000000003,125.0,0.37,1.3,1
973,10.1,0.9942,0.035,142.0,0.21,5.1,1
974,9.2,0.9972,0.055999999999999994,105.0,0.64,13.2,0
975,11.9,0.98939,0.034,108.0,0.28,1.1,1
976,13.9,0.98936,0.027000000000000003,123.0,0.2,2.6,1
977,11.1,0.9907600000000001,0.035,83.0,0.31,1.5,1
978,9.6,0.9950200000000001,0.055,177.0,0.51,7.8,0
979,10.0,0.99725,0.038,149.0,0.39,10.2,1
980,9.6,0.9965,0.049,158.0,0.29,7.5,0
981,12.2,0.9893,0.038,138.0,0.26,1.9,1
982,9.0,0.998,0.049,157.0,0.2,11.5,0
983,9.2,0.9971,0.08199999999999999,240.0,0.18,6.4,0
984,11.7,0.9912,0.037000000000000005,101.0,0.33,2.4,1
985,9.3,0.9982,0.054000000000000006,196.0,0.3,15.6,0
986,9.6,0.9953700000000001,0.046,171.0,0.41,7.8,0
987,11.9,0.9903,0.033,134.0,0.26,1.7,1
988,8.9,1.0,0.052000000000000005,255.0,0.46,18.75,0
989,12.8,0.98867,0.038,83.0,0.3,2.4,1
990,9.1,0.9989,0.045,197.0,0.41,13.7,0
991,10.6,0.9928,0.035,120.0,0.49,1.5,1
992,11.9,0.9907600000000001,0.027999999999999997,92.0,0.32,2.2,1
993,8.7,0.99825,0.055999999999999994,168.0,0.3,13.7,1
994,9.3,0.99413,0.046,199.0,0.3,1.2,0
995,9.3,0.9982,0.047,171.0,0.29,15.2,0
996,9.2,0.9982200000000001,0.045,147.0,0.24,16.05,0
997,10.2,0.9939,0.046,135.0,0.31,1.4,1
998,11.2,0.9911399999999999,0.039,131.0,0.25,1.4,1
999,8.9,0.9976,0.047,166.0,0.2,16.05,0
1000,9.8,0.9932799999999999,0.059000000000000004,115.0,0.29,2.5,0
1001,9.0,0.99808,0.062,171.0,0.3,12.8,1
1002,10.4,0.99734,0.054000000000000006,227.0,0.32,15.6,0
1003,9.7,0.9946,0.035,185.0,0.36,4.9,0
1004,9.8,0.9939,0.066,207.0,0.25,4.4,0
1005,11.8,0.99075,0.033,94.0,0.28,2.7,1
1006,10.6,0.9936799999999999,0.036000000000000004,127.0,0.3,8.7,0
1007,10.0,0.9942,0.061,145.0,0.49,1.8,0
1008,10.8,0.991,0.036000000000000004,107.0,0.3,1.2,1
1009,11.3,0.9916,0.032,132.0,0.28,4.25,1
1010,9.4,0.99471,0.157,145.0,0.23,5.0,0
1011,11.2,0.9924,0.027000000000000003,143.0,0.26,5.0,1
1012,12.2,0.99067,0.049,153.0,0.31,2.7,1
1013,9.8,0.9942,0.036000000000000004,191.0,0.16,6.3,0
1014,9.4,0.99445,0.053,104.0,0.21,5.4,0
1015,9.4,0.9955799999999999,0.046,194.0,0.41,7.0,0
1016,9.1,0.9975,0.06,192.0,0.37,13.5,0
1017,11.0,0.9918,0.035,102.0,0.34,1.4,0
1018,12.4,0.9912,0.044000000000000004,143.0,0.4,1.5,1
1019,12.9,0.9913,0.031,98.0,0.39,6.75,1
1020,12.2,0.99,0.027000000000000003,126.0,0.49,1.5,1
1021,9.2,0.99587,0.048,207.0,0.26,7.2,0
1022,9.2,0.9937,0.044000000000000004,63.0,0.1,3.5,0
1023,9.8,0.9942799999999999,0.048,125.0,0.16,5.9,0
1024,9.7,0.9958,0.038,203.0,0.32,7.6,1
1025,10.2,0.9926,0.036000000000000004,113.0,0.22,2.8,0
1026,9.4,0.99835,0.031,185.0,0.32,15.3,0
1027,10.4,0.9927,0.036000000000000004,134.0,0.27,4.9,1
1028,11.1,0.9934,0.022000000000000002,49.0,0.45,6.0,1
1029,9.6,0.9955,0.057,148.0,0.42,6.4,0
1030,11.5,0.9937,0.034,91.0,0.49,6.9,0
1031,9.5,0.996,0.057999999999999996,133.0,0.46,3.2,0
1032,9.4,0.9955799999999999,0.046,194.0,0.41,7.0,0
1033,11.2,0.9924200000000001,0.027999999999999997,120.0,0.3,5.0,0
1034,9.8,0.99215,0.027999999999999997,66.0,0.29,0.7,0
1035,11.1,0.99244,0.032,138.0,0.25,6.65,0
1036,9.3,0.9930399999999999,0.052000000000000005,176.0,0.26,1.1,0
1037,10.4,0.9920200000000001,0.036000000000000004,70.0,0.36,1.3,1
1038,9.2,0.9982,0.055999999999999994,195.0,0.5,13.3,0
1039,11.5,0.9917,0.035,100.0,0.27,2.1,1
1040,9.6,0.99965,0.047,205.0,1.0,18.2,0
1041,9.6,0.993,0.086,130.0,0.19,3.5,0
1042,9.4,0.9992200000000001,0.045,183.0,0.36,15.7,0
1043,9.2,0.9968,0.069,150.0,0.74,11.2,0
1044,13.1,0.98774,0.034,158.0,0.34,1.1,1
1045,10.7,0.9936200000000001,0.039,64.0,0.35,6.7,0
1046,9.0,0.99911,0.051,174.0,0.29,19.3,0
1047,9.4,0.9976,0.045,169.0,0.7,10.6,0
1048,11.0,0.9917799999999999,0.039,116.0,0.27,1.6,1
1049,12.1,0.9918600000000001,0.038,127.0,0.31,4.7,0
1050,11.0,0.9908899999999999,0.027000000000000003,112.0,0.28,1.1,1
1051,9.0,0.9984799999999999,0.054000000000000006,234.0,0.46,9.7,0
1052,12.0,0.9909,0.038,153.0,0.34,1.7,1
1053,8.6,0.9999,0.057,149.0,0.39,17.95,0
1054,11.3,0.9948,0.031,167.0,0.24,11.2,1
1055,11.4,0.98988,0.04,76.0,0.41,1.0,1
1056,9.5,0.99561,0.066,162.0,0.39,6.9,0
1057,9.8,0.9935,0.042,218.5,0.32,2.5,0
1058,9.5,0.9965700000000001,0.052000000000000005,183.0,0.32,7.8,0
1059,11.4,0.9900100000000001,0.047,77.0,0.23,1.4,0
1060,10.4,0.9948899999999999,0.054000000000000006,189.0,0.34,3.5,0
1061,12.7,0.99,0.032,151.0,0.34,2.7,1
1062,10.2,0.9935799999999999,0.040999999999999995,113.0,0.62,6.4,0
1063,10.5,0.9924,0.032,67.0,0.24,1.6,0
1064,12.5,0.9918,0.024,130.0,0.33,7.0,1
1065,11.3,0.9919,0.027000000000000003,87.0,0.49,3.2,1
1066,9.7,0.9946,0.055999999999999994,176.0,0.34,1.6,0
1067,9.4,0.9971399999999999,0.046,194.0,0.31,9.4,0
1068,8.7,0.9984,0.05,135.0,0.27,15.5,1
1069,10.0,0.9936200000000001,0.048,70.0,0.01,6.1,0
1070,9.1,0.9945,0.066,165.0,0.3,4.2,0
1071,9.5,0.9942,0.042,67.0,0.23,1.6,0
1072,10.5,0.9938,0.031,135.0,0.35,7.7,0
1073,11.3,0.9901399999999999,0.026000000000000002,85.0,0.33,2.5,1
1074,12.6,0.9904799999999999,0.035,126.0,0.28,5.0,1
1075,9.5,0.9936,0.043,134.0,0.26,1.9,0
1076,9.5,1.0004,0.046,119.0,0.49,15.4,0
1077,9.7,0.9946,0.055999999999999994,171.0,0.34,1.4,0
1078,12.1,0.9902,0.03,94.0,0.49,2.9,1
1079,10.3,0.99716,0.048,118.0,0.34,10.2,0
1080,10.6,0.99669,0.028999999999999998,166.0,0.34,10.7,0
1081,10.7,0.9938,0.043,114.0,0.35,5.5,1
1082,9.8,0.99382,0.069,134.0,0.23,2.0,0
1083,10.8,0.9931,0.037000000000000005,133.0,0.28,4.7,1
1084,11.0,0.99216,0.039,147.0,0.35,4.6,1
1085,13.7,0.99026,0.040999999999999995,120.0,0.01,3.2,1
1086,10.7,0.9920700000000001,0.043,95.0,0.3,1.7,1
1087,12.6,0.99164,0.027999999999999997,122.0,0.3,8.0,1
1088,13.1,0.98966,0.033,113.0,0.25,4.9,1
1089,12.5,0.991,0.023,110.0,0.33,4.7,1
1090,9.1,1.0,0.049,195.0,0.33,17.85,1
1091,9.0,0.9955,0.046,192.0,0.38,7.8,0
1092,9.5,0.99551,0.043,201.0,0.44,8.2,0
1093,10.0,0.997,0.054000000000000006,137.0,0.45,11.2,0
1094,9.0,0.9979,0.057999999999999996,192.0,0.39,14.2,1
1095,9.3,0.996,0.049,217.0,0.49,7.7,0
1096,11.75,0.99072,0.031,130.0,0.25,3.9,1
1097,9.6,0.9955,0.052000000000000005,156.0,0.44,6.6,0
1098,12.0,0.9912,0.038,116.0,0.31,1.6,1
1099,12.2,0.99074,0.028999999999999998,128.0,0.25,4.8,1
1100,13.0,0.9891200000000001,0.032,71.0,0.39,1.0,1
1101,11.1,0.9916,0.047,152.0,0.29,1.1,1
1102,10.0,0.9932,0.036000000000000004,112.0,0.4,1.3,0
1103,9.0,0.9977299999999999,0.034,174.0,0.27,11.4,0
1104,12.2,0.99235,0.031,115.0,0.31,6.4,1
1105,12.3,0.98992,0.021,80.0,0.24,1.8,1
1106,10.5,0.99523,0.038,152.0,0.26,11.7,1
1107,9.5,0.9966299999999999,0.048,136.0,0.25,11.2,0
1108,9.4,0.9954,0.057,101.0,0.34,8.0,0
1109,9.6,0.99495,0.037000000000000005,205.0,0.33,7.4,0
1110,12.0,0.99026,0.04,106.0,0.32,1.4,0
1111,8.8,1.0001,0.05,138.0,0.25,17.1,0
1112,9.1,0.9986,0.067,189.0,0.34,14.4,1
1113,9.3,0.9953,0.034,104.0,0.34,5.3,1
1114,9.7,0.9979399999999999,0.04,248.0,0.39,12.1,0
1115,9.4,0.99692,0.069,170.0,0.31,10.2,0
1116,12.3,0.9912,0.034,134.0,0.26,6.0,1
1117,9.3,0.9961,0.053,202.0,0.25,8.0,0
1118,12.7,0.99036,0.019,114.0,0.37,4.8,1
1119,9.2,0.99416,0.051,119.0,0.26,5.1,0
1120,10.3,0.9937,0.046,198.0,0.14,5.0,0
1121,9.4,0.99711,0.126,199.0,0.38,8.7,0
1122,13.9,0.98711,0.038,76.0,0.28,1.4,1
1123,12.4,0.9914,0.054000000000000006,156.0,0.27,2.6,0
1124,9.2,0.9937,0.044000000000000004,63.0,0.1,3.5,0
1125,10.0,0.9946,0.054000000000000006,101.0,0.38,1.8,0
1126,12.8,0.9915799999999999,0.032,114.0,0.32,7.75,1
1127,10.1,0.99555,0.038,196.0,0.3,7.8,0
1128,9.4,0.9930700000000001,0.079,137.0,0.65,1.2,0
1129,9.2,0.9976,0.053,148.0,0.25,11.9,0
1130,10.8,0.9938,0.034,154.0,0.31,7.35,0
1131,9.6,0.9928,0.051,87.0,0.49,1.5,0
1132,9.4,0.99985,0.039,172.0,0.3,16.7,0
1133,10.4,0.992,0.047,131.0,0.3,1.1,0
1134,10.3,0.9952700000000001,0.047,151.0,0.22,5.2,0
1135,9.0,0.9977299999999999,0.034,174.0,0.27,11.4,0
1136,10.6,0.9926,0.042,71.0,0.35,0.6,0
1137,9.1,0.99572,0.045,208.0,0.38,7.9,0
1138,12.6,0.99,0.03,139.0,0.27,2.1,1
1139,10.4,0.99976,0.053,174.0,0.26,18.95,0
1140,9.7,0.9948799999999999,0.066,91.0,0.4,5.2,0
1141,10.2,0.99546,0.045,161.0,0.31,12.9,0
1142,11.0,0.9913,0.034,89.0,0.37,2.5,1
1143,8.7,0.9988600000000001,0.051,134.0,0.59,13.6,0
1144,11.9,0.9900399999999999,0.018000000000000002,37.0,0.3,3.1,1
1145,9.4,0.9968,0.043,152.0,0.33,10.1,0
1146,12.8,0.9886799999999999,0.035,73.0,0.28,2.5,1
1147,8.7,0.9985,0.05,197.0,0.23,13.7,0
1148,9.6,0.9948,0.039,124.0,0.32,1.6,0
1149,10.7,0.9920200000000001,0.043,158.0,0.27,3.9,1
1150,8.7,0.99825,0.055999999999999994,168.0,0.3,13.7,1
1151,12.2,0.9902200000000001,0.038,97.0,0.09,5.1,1
1152,8.8,1.0001,0.05,138.0,0.25,17.1,0
1153,10.3,0.9967799999999999,0.039,129.0,0.41,14.2,1
1154,8.9,0.9962,0.081,126.0,0.58,10.0,0
1155,11.4,0.9925,0.040999999999999995,125.0,0.42,1.5,1
1156,11.4,0.98946,0.027000000000000003,113.0,0.33,1.1,1
1157,9.4,0.99754,0.033,186.0,0.17,12.9,0
1158,11.45,0.9918799999999999,0.021,132.0,0.28,6.6,1
1159,11.5,0.9945799999999999,0.032,148.0,0.35,4.6,1
1160,9.4,0.99898,0.046,184.0,0.2,16.7,0
1161,10.5,0.9928,0.057,117.0,0.24,1.4,0
1162,9.5,0.9982,0.039,204.0,0.51,14.8,0
1163,8.9,0.9961,0.052000000000000005,214.0,0.24,7.8,0
1164,9.3,0.99775,0.044000000000000004,220.0,0.35,11.6,0
1165,10.0,0.9956,0.048,251.0,0.3,6.4,0
1166,8.8,0.9991,0.066,161.0,0.2,17.9,0
1167,9.6,0.9948100000000001,0.047,186.0,0.52,6.3,0
1168,8.8,1.0011,0.084,139.0,0.26,18.35,0
1169,9.5,0.997,0.042,124.0,0.36,11.6,1
1170,9.2,0.9924,0.038,30.0,0.05,0.8,0
1171,9.6,0.9973,0.05,236.0,0.32,13.2,0
1172,9.5,0.9928,0.047,100.0,0.27,1.3,0
1173,9.0,0.9951,0.06,126.0,0.24,5.4,1
1174,9.0,0.9949,0.057,123.0,0.3,5.1,0
1175,10.0,0.9952,0.043,149.0,0.49,7.0,0
1176,10.8,0.99215,0.021,142.0,0.31,3.8,1
1177,11.2,0.99066,0.043,146.0,0.42,1.1,1
1178,10.0,0.998,0.055,179.0,0.35,12.0,0
1179,11.1,0.9941,0.049,209.0,0.49,7.7,1
1180,10.8,0.9912,0.036000000000000004,113.0,0.35,1.4,1
1181,10.5,0.99444,0.037000000000000005,105.0,0.27,9.6,1
1182,12.3,0.99172,0.03,101.0,0.27,5.2,1
1183,8.9,0.9956,0.052000000000000005,226.0,0.49,7.6,0
1184,9.2,0.9989,0.034,116.0,0.22,17.8,0
1185,12.5,0.9894799999999999,0.027000000000000003,101.0,0.28,1.3,1
1186,10.6,0.98985,0.027000000000000003,28.0,0.28,0.7,0
1187,12.3,0.9898,0.039,98.0,0.33,1.6,1
1188,9.6,0.9982,0.044000000000000004,194.0,0.29,15.3,1
1189,9.7,0.9958,0.038,203.0,0.32,7.6,1
1190,8.9,0.9986,0.05,200.0,0.36,13.1,1
1191,9.1,0.9934,0.055,154.0,0.37,1.6,0
1192,9.4,0.9937299999999999,0.042,133.0,0.21,5.0,0
1193,12.2,0.99119,0.034,123.0,0.26,7.9,1
1194,11.0,0.99185,0.044000000000000004,90.0,0.32,2.0,1
1195,9.4,0.9976,0.061,214.0,0.36,9.2,0
1196,11.9,0.9900399999999999,0.018000000000000002,37.0,0.3,3.1,1
1197,10.4,0.9944,0.034,84.0,0.4,1.5,0
1198,11.8,0.9905799999999999,0.035,97.0,0.27,5.0,1
1199,10.8,0.99226,0.049,129.0,0.37,1.5,0
1200,8.7,0.9978,0.045,133.0,0.68,10.9,0
1201,12.7,0.9898,0.032,65.0,0.39,1.6,1
1202,10.4,0.9968,0.05,124.0,0.36,15.7,0
1203,10.0,0.99475,0.04,213.0,0.39,7.5,0
1204,10.3,0.99293,0.044000000000000004,126.0,0.41,1.3,0
1205,11.7,0.9901399999999999,0.044000000000000004,68.0,0.36,1.4,1
1206,9.4,0.99856,0.057999999999999996,125.0,0.28,12.05,0
1207,12.1,0.9911,0.027999999999999997,168.0,0.34,1.8,1
1208,10.7,0.9928,0.036000000000000004,157.0,0.27,4.5,1
1209,8.7,0.99825,0.055999999999999994,168.0,0.3,13.7,1
1210,9.2,0.9934,0.069,108.0,0.07,1.4,0
1211,10.8,0.9921,0.026000000000000002,73.0,0.27,1.2,0
1212,9.0,0.99911,0.051,174.0,0.29,19.3,0
1213,9.4,0.9964200000000001,0.037000000000000005,157.0,0.15,10.0,0
1214,9.8,0.99572,0.035,143.0,0.31,10.6,1
1215,9.7,0.996,0.051,187.0,0.19,8.2,0
1216,8.9,0.9955,0.051,179.0,0.22,1.7,0
1217,9.4,0.9982,0.046,160.0,0.71,12.2,0
1218,10.7,0.99256,0.044000000000000004,89.0,0.26,1.4,1
1219,10.9,0.9919899999999999,0.046,71.0,0.36,1.2,1
1220,11.3,0.9918799999999999,0.048,112.0,0.28,3.4,1
1221,10.2,0.9971,0.049,144.0,0.49,12.3,1
1222,9.9,0.9929899999999999,0.057,98.0,0.27,1.6,1
1223,8.9,0.9976,0.047,166.0,0.2,16.05,0
1224,11.0,0.99455,0.048,111.0,0.34,8.9,1
1225,10.7,0.9914200000000001,0.035,140.0,0.29,1.1,1
1226,9.2,0.9946,0.052000000000000005,142.0,0.22,4.8,0
1227,9.8,0.9927,0.048,84.0,0.1,1.1,0
1228,9.8,0.99441,0.040999999999999995,146.0,0.21,7.2,0
1229,13.7,0.98819,0.036000000000000004,102.0,0.29,1.8,1
1230,9.8,0.9957,0.040999999999999995,157.0,0.22,7.3,1
1231,9.4,0.9969100000000001,0.053,177.0,0.46,11.1,0
1232,10.7,0.99215,0.042,183.0,0.33,1.4,0
1233,9.4,0.9934,0.049,86.0,0.26,1.9,0
1234,8.7,0.99825,0.055999999999999994,168.0,0.3,13.7,1
1235,9.8,0.9949600000000001,0.071,117.0,0.09,1.5,0
1236,9.0,0.9986,0.055,205.0,0.28,14.4,1
1237,10.3,0.9931,0.045,116.0,0.49,3.1,0
1238,12.8,0.9893799999999999,0.036000000000000004,92.0,0.31,2.6,1
1239,10.1,0.9942,0.034,204.0,0.23,5.1,0
1240,8.8,0.9949399999999999,0.040999999999999995,126.0,0.2,6.6,0
1241,9.2,0.998,0.063,201.0,0.32,14.6,0
1242,9.6,0.9976,0.05,168.0,0.51,13.6,1
1243,12.25,0.99044,0.044000000000000004,93.0,0.32,1.3,0
1244,9.8,0.9942,0.045,120.0,0.31,5.2,1
1245,9.0,0.9956,0.059000000000000004,118.0,0.33,4.7,1
1246,12.4,0.9916,0.036000000000000004,105.0,0.49,4.7,1
1247,11.4,0.9907,0.04,143.0,0.41,1.1,0
1248,9.4,0.9992200000000001,0.045,183.0,0.36,15.7,0
1249,10.4,0.99546,0.042,141.0,0.33,8.5,0
1250,10.0,0.9958,0.034,110.0,0.48,9.85,0
1251,12.0,0.9924,0.036000000000000004,126.0,0.35,6.3,1
1252,9.0,0.99625,0.05,157.0,0.26,7.3,0
1253,11.1,0.9913299999999999,0.048,157.0,0.39,2.4,1
1254,13.4,0.9898100000000001,0.02,68.0,0.31,6.0,1
1255,9.9,0.9968,0.055999999999999994,241.0,0.46,6.2,0
1256,10.5,0.9929,0.052000000000000005,127.0,0.29,1.6,1
1257,11.6,0.9921,0.034,152.0,0.28,6.3,1
1258,8.6,1.0003,0.044000000000000004,163.0,0.42,14.6,1
1259,9.2,0.9959600000000001,0.04,216.0,0.55,8.1,0
1260,10.5,0.99382,0.051,107.0,0.25,1.4,1
1261,11.1,0.9912700000000001,0.044000000000000004,111.0,0.46,1.3,0
1262,10.9,0.99126,0.047,122.0,0.31,2.8,1
1263,10.4,0.9934,0.049,127.0,0.31,1.6,1
1264,9.1,1.0002,0.042,157.0,0.41,18.75,0
1265,8.7,0.9974,0.045,155.0,0.61,11.8,0
1266,8.8,0.9964,0.051,259.0,0.18,9.0,0
1267,9.2,0.9968,0.071,136.0,0.47,11.2,0
1268,10.1,0.993,0.046,134.0,0.3,1.6,1
1269,9.1,1.0,0.049,195.0,0.33,17.85,1
1270,10.3,0.99239,0.031,95.0,0.33,1.2,0
1271,11.8,0.9958,0.034,156.0,0.49,14.0,1
1272,11.3,0.9919,0.027000000000000003,87.0,0.49,3.2,1
1273,13.5,0.9889399999999999,0.033,107.0,0.3,2.2,1
1274,10.8,0.99645,0.031,96.0,0.25,11.3,0
1275,8.9,0.99556,0.06,196.0,0.12,4.7,0
1276,11.4,0.993,0.053,121.0,0.24,1.8,0
1277,12.1,0.9901,0.03,126.0,0.25,1.6,1
1278,10.0,0.9934,0.051,149.0,0.23,5.4,0
1279,9.8,0.9932799999999999,0.059000000000000004,115.0,0.29,2.5,0
1280,10.8,0.9911399999999999,0.034,114.0,0.32,0.9,1
1281,11.3,0.9918,0.044000000000000004,143.0,0.29,1.2,1
1282,10.7,0.99672,0.04,135.0,0.31,13.9,0
1283,8.6,0.9978,0.039,151.0,0.58,11.1,0
1284,11.3,0.99159,0.025,107.0,0.29,2.8,1
1285,9.2,1.0012,0.054000000000000006,231.0,0.49,19.8,0
1286,11.9,0.9907600000000001,0.027999999999999997,92.0,0.32,2.2,1
1287,9.5,0.9934,0.036000000000000004,117.0,0.36,1.3,1
1288,9.3,0.9961,0.064,103.0,0.3,8.8,0
1289,10.0,0.99616,0.047,134.0,0.48,6.8,0
1290,9.8,0.9969899999999999,0.053,173.0,0.26,11.8,0
1291,8.7,0.9978600000000001,0.042,148.0,0.27,11.0,0
1292,12.6,0.98956,0.032,178.0,0.32,4.5,1
1293,9.2,0.9962700000000001,0.052000000000000005,168.0,0.34,8.3,0
1294,10.96666667,0.9937,0.048,149.0,0.41,10.8,1
1295,9.0,0.9939,0.04,125.0,0.17,2.8,0
1296,9.4,0.9952,0.045,216.0,0.41,6.8,0
1297,12.0,0.9925299999999999,0.032,125.0,0.34,4.9,0
1298,12.3,0.9912,0.034,102.0,0.3,3.3,1
1299,9.5,0.9993,0.044000000000000004,161.0,0.25,17.75,0
1300,11.4,0.9957,0.051,157.0,0.28,10.8,1
1301,9.4,0.9956,0.05,131.0,0.49,1.6,0
1302,9.633333333,0.99266,0.066,148.0,0.23,1.1,0
1303,9.0,0.9982700000000001,0.055999999999999994,159.0,0.21,15.7,0
1304,10.3,0.9937,0.046,197.0,0.14,5.8,0
1305,10.0,0.9928,0.042,117.0,0.37,1.3,0
1306,11.8,0.9958,0.034,156.0,0.49,14.0,1
1307,9.4,0.99831,0.04,221.0,0.27,12.9,0
1308,11.1,0.9912,0.037000000000000005,145.0,0.31,1.3,1
1309,8.7,1.0001,0.042,146.0,0.27,18.15,0
1310,13.6,0.98872,0.035,111.0,0.26,3.5,1
1311,12.4,0.9898,0.036000000000000004,124.0,0.24,1.5,1
1312,10.7,0.9939,0.02,93.0,0.37,6.9,1
1313,13.1,0.98964,0.039,94.0,0.28,4.7,1
1314,12.5,0.99198,0.031,120.0,0.26,4.6,1
1315,10.5,0.9938,0.04,160.0,0.54,1.3,0
1316,10.56666667,0.9921200000000001,0.048,177.0,0.25,1.7,0
1317,11.0,0.99221,0.022000000000000002,129.0,0.27,6.7,1
1318,10.0,0.99471,0.044000000000000004,101.0,0.22,1.6,0
1319,9.3,0.9959399999999999,0.047,183.0,0.46,6.9,0
1320,10.4,0.9923,0.033,81.0,0.49,1.1,1
1321,10.2,0.99225,0.040999999999999995,136.0,0.21,1.2,0
1322,10.4,0.9932,0.04,106.0,0.27,1.2,0
1323,9.5,0.9938,0.042,133.0,0.26,1.8,0
1324,10.3,0.9952,0.036000000000000004,115.0,0.32,9.0,1
1325,11.0,0.99185,0.044000000000000004,90.0,0.32,2.0,1
1326,10.3,0.9927,0.051,187.0,0.28,1.3,0
1327,11.1,0.9930399999999999,0.05,137.0,0.33,5.2,0
